ITA_ID,English_Term,Ground_Truth,Predicted,Match
ITA-1.9.3.3.19,Anger,krodhaḥ,krodha,True
ITA-1.9.3.3.20,Greed,lobhaḥ,lobha,True
ITA-1.9.3.3.21,Delusion,mohaḥ,moha,True
ITA-1.9.3.3.22,Arrogance,madaḥ,mada,True
ITA-1.9.3.3.23,Discontentment,mātsaryam,asantoṣa,False
ITA-1.9.3.3.24,Ego,ahaṅkāraḥ,ahaṃkāra,False
ITA-1.9.3.3.25,Self-restraint,damaḥ,saṃyama,False
ITA-1.9.3.3.26,Devotion,bhaktiḥ,bhakti,True
ITA-1.9.3.3.27,Shyness,lajjā,hrī,False
ITA-1.9.3.3.28,Humility,vinayaḥ,namratā,False
ITA-1.9.3.3.29,Discrimination,vivekaḥ,viveka,True
ITA-1.9.3.3.30,"Grief, sorrow or misery",śokaḥ,śoka,True
ITA-1.9.3.3.31,Delusion,sammohaḥ,moha,True
ITA-1.9.3.3.32,Contentment,alobhaḥ,santoṣa,False
ITA-1.9.3.3.33,Pride,darpaḥ,darpa,True
ITA-1.9.3.3.34,Inner cognitive faculty,antaḥkaraṇam,manas,False
ITA-1.9.3.4.1,Time,kālaḥ,kāla,True
ITA-1.9.3.5.1,Direction,diśaḥ,dik,False
ITA-1.9.3.6.1,"Unmanifest, without form",amūrtadravyam,avyakta,False
ITA-1.9.3.6.2,"Substances having form, gross substances","Mūrtadravya, paramāṇuḥ",mūrtadravya,True
ITA-1.9.3.7.1,"Resultant material, product or effect",kāryadravyam,kārya,True
ITA-1.9.3.7.2,Sentient being,cetana-dravyam/ sendriyaḥ,cetana,True
ITA-1.9.3.7.3,"Stationary in form, inner sentience",sthāvaraḥ/antaścetanaḥ,sthāvara,True
ITA-1.9.3.7.4,Plant bearing fruits only,vanaspatiḥ,phalī,False
ITA-1.9.3.7.5,Plant bearing flowers and fruits,vānaspatya,puṣpaphalī,False
ITA-1.9.3.7.6,Tree,vṛkṣaḥ,vṛkṣa,True
ITA-1.9.3.7.7,Small plant,vīrudha,gulma,False
ITA-1.9.3.7.8,Climber,latā,latā,True
ITA-1.9.3.7.9,Shrub,gulma,kṣupa,False
ITA-1.9.3.7.10,A plant which withers after fructification,oṣadhī,vīruddha,False
ITA-1.9.3.7.11,Mobile life form with internal and external sentience,jaṅgamaḥ/ bahirantaścetanaḥ,jaṅgama,True
ITA-1.9.3.7.12,Viviparous animals,jarāyujaḥ,jarāyuja,True
ITA-1.9.3.7.13,Oviparous animals,aṇḍajaḥ,aṇḍaja,True
ITA-1.9.3.7.14,Creatures generated by humidity,svedajaḥ,svedaja,True
ITA-1.9.3.7.15,Telluric creatures,udbhijaḥ,udbhijja,False
ITA-1.9.3.7.16,Insentient material,acetana-dravyam/ nirindriyaḥ,acetana,True
ITA-1.9.3.7.17,Mineral substances,khanijaḥ,dhātu,False
ITA-1.9.3.7.18,Synthetic substances,kṛtrimam,kṛtrima,True
ITA-1.9.4.1,"Property, quality or trait",guṇaḥ,guṇa,True
ITA-1.9.4.2,Three primordial psychophysical attributes of nature,"triguṇāḥ, mahāguṇaḥ",triguṇa,True
ITA-1.9.4.3,"Tranquillity, harmony",sattvam,sattva,True
ITA-1.9.4.4,"Agitation, activity",rajaḥ,rajas,False
ITA-1.9.4.5,Inertia,tamaḥ,tamas,False
ITA-1.9.4.1.1,Objects of special senses,"arthaḥ, vaiśeṣikaguṇāḥ",viṣaya,False
ITA-1.9.4.1.2,Smell,gandhaḥ,gandha,True
ITA-1.9.4.1.3,Taste,rasaḥ,rasa,True
ITA-1.9.4.1.4,"Visual form, colour",rūpaḥ,rūpa,True
ITA-1.9.4.1.5,Touch,sparśaḥ,sparśa,True
ITA-1.9.4.1.6,Sound,śabdaḥ,śabda,True
ITA-1.9.4.2.1,"Physical attributes, properties or qualities",śārīra-guṇāḥ/gurvādiguṇāḥ,guṇa,True
ITA-1.9.4.2.2,Heaviness,guruḥ,guru,True
ITA-1.9.4.2.3,Lightness,laghuḥ,laghu,True
ITA-1.9.4.2.4,"Mildness, slowness",mandaḥ,manda,True
ITA-1.9.4.2.5,"Sharpness, speed",tīkṣṇaḥ,tīkṣṇa,True
ITA-1.9.4.2.6,Coldness,śītaḥ,śīta,True
ITA-1.9.4.2.7,Hotness,uṣṇaḥ,uṣṇa,True
ITA-1.9.4.2.8,"Unctuousness, oiliness",snigdhaḥ,snigdha,True
ITA-1.9.4.2.9,Dryness,rūkṣaḥ,rūkṣa,True
ITA-1.9.4.2.10,"Smoothness, slipperiness",ślakṣṇaḥ,ślakṣṇa,True
ITA-1.9.4.2.11,Roughness,kharaḥ,khara,True
ITA-1.9.4.2.12,"Density, viscidity",sāndraḥ,sandra,True
ITA-1.9.4.2.13,"Fluidity, liquidness",dravaḥ,drava,True
ITA-1.9.4.2.14,"Softness, mildness",mṛduḥ,mṛdu,True
ITA-1.9.4.2.15,Hardness,kaṭhinaḥ,kaṭhina,True
ITA-1.9.4.2.16,"Minuteness, penetrating",sūkṣmaḥ,sūkṣma,True
ITA-1.9.4.2.17,"Grossness, bulkiness",sthūlaḥ,sthūla,True
ITA-1.9.4.2.18,"Stability, immobility",sthiraḥ,sthira,True
ITA-1.9.4.2.19,"Instability, mobility",saraḥ,sara,True
ITA-1.9.4.2.20,"Conspicuous-ness, leanness, shininess",viśadaḥ,viśada,True
ITA-1.9.4.2.21,"Sliminess, murkiness",picchilaḥ,picchila,True
ITA-1.9.4.3.1,Qualities of the self,ātmaguṇaḥ,ātmaguṇa,True
ITA-1.9.4.3.2,"Intelligence, intellect",buddhiḥ,buddhi,True
ITA-1.9.4.3.3,"Pleasure, happiness",sukham,sukha,True
ITA-1.9.4.3.4,"Sorrow, pain",duḥkham,duḥkha,True
ITA-1.9.4.3.5,"Desire, craving",icchā,icchā,True
ITA-1.9.4.3.6,Aversion,dveṣaḥ,dveṣa,True
ITA-1.9.4.3.7,Effort,prayatnaḥ,prayatna,True
ITA-1.9.4.4.1,Qualities beginning with term “paratva”,parādiguṇaḥ,paratvādi,False
ITA-1.9.4.4.2,"Relatively superior, nearer the cause",paratvam,paratva,True
ITA-1.9.4.4.3,"Relatively inferior, further from the cause",aparatvam,aparatva,True
ITA-1.9.4.4.4,"Number, enumeration, tally",saṃkhyā,saṃkhyā,True
ITA-1.9.4.4.5,Combination,saṃyogaḥ,saṃyoga,True
ITA-1.9.4.4.6,Division,vibhāgaḥ,vibhāga,True
ITA-1.9.4.4.7,"Separation or exclusion, particularity",pṛthaktvam,pṛthaktva,True
ITA-1.9.4.4.8,"Quantity, measurement",parimāṇaḥ,parimāṇa,True
ITA-1.9.4.4.9,"Logical management, rationale",yuktiḥ,yukti,True
ITA-1.9.4.4.10,Alteration of properties,saṃskāraḥ,saṃskāra,True
ITA-1.9.4.4.11,Practice,abhyāsaḥ,abhyāsa,True
ITA-1.9.5.1,Action,karma,karma,True
ITA-1.9.6.1,Inherence,samavāyaḥ,samavāya,True
ITA-1.9.7.1,Nonexistence,abhāvaḥ,abhāva,True
ITA-1.9.7.2,Prior nonexistence,prāgabhāvaḥ,prāgabhāva,True
ITA-1.9.7.3,Posterior nonexistence,pradhvaṃsābhāvaḥ,dhvaṃsābhāva,True
ITA-1.9.7.4,Absolute nonexistence,atyantābhāvaḥ,atyantābhāva,True
ITA-1.9.7.5,Mutual nonexistence,anyonyābhāvaḥ,anyonyābhāva,True
ITA-1.10.1,Major triad of Ayurveda texts,"bṛhattrayī (Carakasaṃhita, Suśrutasaṃhita, Aṣṭāṅgasamgraha, Aṣṭāṅgahṛdaya)",bṛhattrayī,True
ITA-1.10.2,Lesser triad of Ayurveda texts,"Laghutrayī (Mādhavanidāna, Śārṅgadharasaṃhita, Bhāvaprakāśa)",laghutrayī,True
ITA-1.10.3,Materia medica,nighaṇṭuḥ,dravyaguṇa,False
ITA-1.11.1,Ten items for clinical investigation,"daśavidhaparīkṣyabhāvaḥ (kāraṇa, karaṇa, kāryayoni, kārya, kāryaphala, anubandha, deśaḥ, kālaḥ, pravṛttiḥ, upāyaḥ)",daśavidhaparīkṣya,True
ITA-1.11.2,Principal agent,kāraṇam,kartṛ,False
ITA-1.11.3,"Tool, instrument",karaṇam,karaṇa,True
ITA-1.11.4,Substratum of treatment,kāryayoniḥ,karman,False
ITA-1.11.5,Treatment protocol,kāryaḥ,vidhi,False
ITA-1.11.6,"Immediate outcome, primary endpoint",kāryaphalam,kārya,True
ITA-1.11.7,"Consequence, longterm effect",anubandhaḥ,phala,False
ITA-1.11.8,Habitat,deśaḥ,deśa,True
ITA-1.11.9,Time,kālaḥ,kāla,True
ITA-1.11.10,Action,pravṛttiḥ,pravṛtti,True
ITA-1.11.11,"Ailment-countering stratagem, means of action",upāyaḥ,upāya,True
ITA-1.11.12,Prompt and appropriate action,pratipattiḥ,yukti,False
ITA-1.11.13,Components of medical practice,pādacatuṣṭayam,cikitsācatuṣpāda,False
ITA-1.11.14,Physician,vaidyaḥ,bhiṣak,False
ITA-1.11.15,Materials for treatment,"dravya, auṣadha",dravya,True
ITA-1.11.16,"Attendants, paramedics",upasthātā,upasthātṛ,False
ITA-1.11.17,Patient,rogi,rogi,True
ITA-2.1.1,Dosha,doṣaḥ,doṣa,True
ITA-2.1.2,Three doshas or tridosha,"tridoṣaḥ, śārīrikadoṣa",tridoṣa,True
ITA-2.1.1.1,"Vata, dosha regulating movement and cognition",vātaḥ,vāta,True
ITA-2.1.1.2,"Vata, dosha that provides the attribute of life to an organism, life force",prāṇaḥ,prāṇa,True
ITA-2.1.1.3,Ascending vata,udānaḥ,udāna,True
ITA-2.1.1.4,Circulating vata,vyānaḥ,vyāna,True
ITA-2.1.1.5,Kindling vata,samānaḥ,samāna,True
ITA-2.1.1.6,Descending vata,apānaḥ,apāna,True
ITA-2.1.1.7,Functions of vata,vāta-karma,vātakarma,True
ITA-2.1.1.8,Enthusiasm,utsāhaḥ,utsāha,True
ITA-2.1.1.9,Expiration,ucchvāsaḥ,niśvāsa,False
ITA-2.1.1.10,"Inspiration, inhalation",niḥśvāsaḥ,praśvāsa,False
ITA-2.1.1.11,"Motion, action, function",ceṣṭā,ceṣṭā,True
ITA-2.1.1.12,Gait,gatiḥ,gati,True
ITA-2.1.1.13,Closure of eyelid,nimeṣaḥ,nimeṣa,True
ITA-2.1.1.14,Opening of eyelid,unmeṣaḥ,unmeṣa,True
ITA-2.1.2.1,"Pitta, dosha regulating body temperature and metabolic activities",pittam,pitta,True
ITA-2.1.2.2,Digesting pitta,pācaka-pittam,pācaka,True
ITA-2.1.2.3,Colouring pitta,rañjaka-pittam,rañjaka,True
ITA-2.1.2.4,Pitta for vision,ālocaka-pittam,ālocaka,True
ITA-2.1.2.5,Pitta for complexion,bhrājakapittam,bhrājaka,True
ITA-2.1.2.6,Pitta for intellect,sādhakapittam,sādhaka,True
ITA-2.1.2.7,Functions of pitta,pitta-karma,pittakarma,True
ITA-2.1.2.8,Lustre,prabhā,prabhā,True
ITA-2.1.2.9,Hunger,kṣudhā,kṣudhā,True
ITA-2.1.2.10,Vision,darśanam,dṛṣṭi,False
ITA-2.1.2.11,Metabolic transformation,paktiḥ,pariṇāma,False
ITA-2.1.2.12,Valour,śauryam,śaurya,True
ITA-2.1.2.13,Thirst,"tṛṣṇā, pipāsā",tṛṣṇā,True
