ITA_ID,English_Term,Ground_Truth,Predicted,Match
ITA-1.9.1.4,Similarity at the level of action,karma-sāmānyam,kriyāsāmya,False
ITA-1.9.2.1,"Particularity, distinct feature",viśeṣam,viśeṣa,True
ITA-1.9.2.2,Dissimilarity at the level of substance,dravya-viśeṣaḥ,dravyaviśeṣa,True
ITA-1.9.2.3,Dissimilarity at the level of quality,guṇa-viśeṣaḥ,guṇaviśeṣa,True
ITA-1.9.2.4,Dissimilarity at the level of action,karma-viśeṣaḥ,kriyāvirodha,False
ITA-1.9.3.1,"Substance, entity",dravyam,dravya,True
ITA-1.9.3.1.1,Causal material,kāraṇadravyam,kāraṇa,True
ITA-1.9.3.1.2,Five elements,pañcamahābhūta,pañcabhūta,False
ITA-1.9.3.1.3,Space element,ākāśaḥ,ākāśa,True
ITA-1.9.3.1.4,Air element,vāyuḥ,vāyu,True
ITA-1.9.3.1.5,Fire element,Tejaḥ,tejas,False
ITA-1.9.3.1.6,Water element,jalam,jala,True
ITA-1.9.3.1.7,Earth element,pṛthvī,prithivī,False
ITA-1.9.3.1.8,"Rudimentary, undifferentiated element",tanmātrā,avasthūlāvasthā,False
ITA-1.9.3.2.1,Self,ātmā,ātman,True
ITA-1.9.3.2.2,Self-embodied being,bhūtātmā,dehātmaka,False
ITA-1.9.3.2.3,"Living being, individual self",jīvaḥ,jīvātman,False
ITA-1.9.3.2.4,The knower,jñaḥ,jñeyakāraṇa,False
ITA-1.9.3.2.5,"The doer, the executing agent",kartā,karta,True
ITA-1.9.3.2.6,Witness of all actions,sākṣī,sākṣī,True
ITA-1.9.3.2.7,Relating to self,ādhyātmika,ātmatā,False
ITA-1.9.3.2.8,"Subtle body, causal body",ativāhika-śarīram/ sūkṣmaśarīram/ liṅgaśarīram,karanaśarīra,False
ITA-1.9.3.2.9,"Person, living being",puruṣaḥ,puruṣa,True
ITA-1.9.3.2.10,Complete self-control,vaśī,ātmāvasthā,False
ITA-1.9.3.2.11,Person as the object of treatment,"cikitsya-puruṣaḥ, ṣaḍdhātupuruṣa",chikitsāyogya,False
ITA-1.9.3.2.12,Embodied being composed of 24 elements,caturviṃśati-puruṣaḥ,dvādaśāṅgātmaka,False
ITA-1.9.3.2.13,"Invisible, unforeseen",adṛṣṭam,avyakta,False
ITA-1.9.3.2.14,Inactive,niṣkriyaḥ,akriyā,False
ITA-1.9.3.2.15,Omnipresent,vibhu,sarvagata,False
ITA-1.9.3.2.16,Without beginning,anādi,anādi,True
ITA-1.9.3.2.17,Consciousness,cetanā/ caitanyam,chaitanya,False
ITA-1.9.3.2.18,Eternal,nityam,nitya,True
ITA-1.9.3.2.19,Formless,nirvikāram,anirakṣya,False
ITA-1.9.3.2.20,Irresistible will,prākāmyam,akalankā,False
ITA-1.9.3.2.21,Immutable,avyayaḥ,akriyākāraka,False
ITA-1.9.3.2.22,"Observer, witness of all actions",draṣṭā,sākṣī,False
ITA-1.9.3.2.23,Independent,svatantra,svatantra,True
ITA-1.9.3.2.24,Introverted consciousness,antaścetana,antarātmā,False
ITA-1.9.3.2.25,"Salvation, liberation",mokṣaḥ,mokṣa,True
ITA-1.9.3.2.26,Perception of truth,satyabuddhiḥ,tattva-jñāna,False
ITA-1.9.3.2.27,Liberation in the embodied state,jīvanmuktiḥ,jīvanmukti,True
ITA-1.9.3.2.28,Person showing signs of impending death,puṣpitaḥ,mṛtyunābhigata,False
ITA-1.9.3.2.29,After death,pretya,mṛtyu-anantara,False
ITA-1.9.3.3.1,"Mind, psyche","manaḥ, cetaḥ",manas,False
ITA-1.9.3.3.2,Characteristics of mind,manoguṇaḥ/svarūpam,manasguṇa,False
ITA-1.9.3.3.3,Atomicity,"aṇutva, paramāṇu",anu,True
ITA-1.9.3.3.4,Singularity,ekatva,ekātmya,False
ITA-1.9.3.3.5,Trans-sense migration,indriyāntara-sañcāraḥ,indriyāntara,True
ITA-1.9.3.3.6,"Transient, perishable",anityam,anitya,True
ITA-1.9.3.3.7,Objects of the mind,manoarthaḥ,manovastu,False
ITA-1.9.3.3.8,Decision-making,cintanam,naya,False
ITA-1.9.3.3.9,Reasoning,vicāraḥ,tarka,False
ITA-1.9.3.3.10,Conjecture,ūhaḥ,saṃśaya,False
ITA-1.9.3.3.11,Contemplation,dhyānam,dhyāna,True
ITA-1.9.3.3.12,Evaluation,saṅkalpaḥ,pariksha,False
ITA-1.9.3.3.13,Psychological or mental attributes,mānasika-bhāvaḥ,manasika guna,False
ITA-1.9.3.3.14,Intellect,dhīḥ,buddhi,False
ITA-1.9.3.3.15,Ability to control impulses,dhṛtiḥ,krodha nirodha,False
ITA-1.9.3.3.16,"Memory, recollection",smṛtiḥ,smriti,False
ITA-1.9.3.3.17,Six internal enemies,ṣaḍripuḥ,sattva samsiddhi,False
ITA-1.9.3.3.18,"Desire, lust",kāmaḥ,kama,True
ITA-1.9.3.3.19,Anger,krodhaḥ,krodha,True
ITA-1.9.3.3.20,Greed,lobhaḥ,lobha,True
ITA-1.9.3.3.21,Delusion,mohaḥ,moha,True
ITA-1.9.3.3.22,Arrogance,madaḥ,mada,True
ITA-1.9.3.3.23,Discontentment,mātsaryam,asatya,False
ITA-1.9.3.3.24,Ego,ahaṅkāraḥ,ahamkara,False
ITA-1.9.3.3.25,Self-restraint,damaḥ,dama,True
ITA-1.9.3.3.26,Devotion,bhaktiḥ,bhakti,True
ITA-1.9.3.3.27,Shyness,lajjā,lajja,True
ITA-1.9.3.3.28,Humility,vinayaḥ,vinaya,True
ITA-1.9.3.3.29,Discrimination,vivekaḥ,viveka,True
ITA-1.9.3.3.30,"Grief, sorrow or misery",śokaḥ,soka,True
ITA-1.9.3.3.31,Delusion,sammohaḥ,moha,True
ITA-1.9.3.3.32,Contentment,alobhaḥ,santosha,False
ITA-1.9.3.3.33,Pride,darpaḥ,mada,False
ITA-1.9.3.3.34,Inner cognitive faculty,antaḥkaraṇam,antaḥkaraṇa,True
ITA-1.9.3.4.1,Time,kālaḥ,kāla,True
ITA-1.9.3.5.1,Direction,diśaḥ,dig,False
ITA-1.9.3.6.1,"Unmanifest, without form",amūrtadravyam,akāraka,False
ITA-1.9.3.6.2,"Substances having form, gross substances","Mūrtadravya, paramāṇuḥ",sākāraka,False
ITA-1.9.3.7.1,"Resultant material, product or effect",kāryadravyam,phala,False
ITA-1.9.3.7.2,Sentient being,cetana-dravyam/ sendriyaḥ,jīva,False
ITA-1.9.3.7.3,"Stationary in form, inner sentience",sthāvaraḥ/antaścetanaḥ,sthāvara,True
ITA-1.9.3.7.4,Plant bearing fruits only,vanaspatiḥ,phalavān,False
ITA-1.9.3.7.5,Plant bearing flowers and fruits,vānaspatya,pushpa-phalavān,False
ITA-1.9.3.7.6,Tree,vṛkṣaḥ,vriksha,False
ITA-1.9.3.7.7,Small plant,vīrudha,khanda,False
ITA-1.9.3.7.8,Climber,latā,grīñjana,False
ITA-1.9.3.7.9,Shrub,gulma,akṣara,False
ITA-1.9.3.7.10,A plant which withers after fructification,oṣadhī,ekāṅgavān,False
ITA-1.9.3.7.11,Mobile life form with internal and external sentience,jaṅgamaḥ/ bahirantaścetanaḥ,chaitanya,False
ITA-1.9.3.7.12,Viviparous animals,jarāyujaḥ,jāṅgama,False
ITA-1.9.3.7.13,Oviparous animals,aṇḍajaḥ,andaja,True
ITA-1.9.3.7.14,Creatures generated by humidity,svedajaḥ,jalaja,False
ITA-1.9.3.7.15,Telluric creatures,udbhijaḥ,bhūmi-jā,False
ITA-1.9.3.7.16,Insentient material,acetana-dravyam/ nirindriyaḥ,jada,False
ITA-1.9.3.7.17,Mineral substances,khanijaḥ,kāñcana,False
ITA-1.9.3.7.18,Synthetic substances,kṛtrimam,kṛṣi,False
ITA-1.9.4.1,"Property, quality or trait",guṇaḥ,guna,True
ITA-1.9.4.2,Three primordial psychophysical attributes of nature,"triguṇāḥ, mahāguṇaḥ",triguṇa,True
ITA-1.9.4.3,"Tranquillity, harmony",sattvam,sattva,True
ITA-1.9.4.4,"Agitation, activity",rajaḥ,rajas,False
ITA-1.9.4.5,Inertia,tamaḥ,tamas,False
ITA-1.9.4.1.1,Objects of special senses,"arthaḥ, vaiśeṣikaguṇāḥ",jñānendriyārthāḥ,True
ITA-1.9.4.1.2,Smell,gandhaḥ,gandha,True
ITA-1.9.4.1.3,Taste,rasaḥ,rasa,True
ITA-1.9.4.1.4,"Visual form, colour",rūpaḥ,rupa,True
ITA-1.9.4.1.5,Touch,sparśaḥ,sparśa,True
ITA-1.9.4.1.6,Sound,śabdaḥ,śabda,True
ITA-1.9.4.2.1,"Physical attributes, properties or qualities",śārīra-guṇāḥ/gurvādiguṇāḥ,guṇāḥ,True
ITA-1.9.4.2.2,Heaviness,guruḥ,guru,True
ITA-1.9.4.2.3,Lightness,laghuḥ,laghu,True
ITA-1.9.4.2.4,"Mildness, slowness",mandaḥ,mṛdu,False
ITA-1.9.4.2.5,"Sharpness, speed",tīkṣṇaḥ,tīkṣṇa,True
ITA-1.9.4.2.6,Coldness,śītaḥ,śīta,True
ITA-1.9.4.2.7,Hotness,uṣṇaḥ,uṣṇa,True
ITA-1.9.4.2.8,"Unctuousness, oiliness",snigdhaḥ,ślakṣṇa,False
ITA-1.9.4.2.9,Dryness,rūkṣaḥ,rukṣa,True
ITA-1.9.4.2.10,"Smoothness, slipperiness",ślakṣṇaḥ,ślīṣmṇa,False
ITA-1.9.4.2.11,Roughness,kharaḥ,kāṇḍa,False
ITA-1.9.4.2.12,"Density, viscidity",sāndraḥ,sthūla,False
ITA-1.9.4.2.13,"Fluidity, liquidness",dravaḥ,drava,True
ITA-1.9.4.2.14,"Softness, mildness",mṛduḥ,mṛdu,True
ITA-1.9.4.2.15,Hardness,kaṭhinaḥ,kati,False
ITA-1.9.4.2.16,"Minuteness, penetrating",sūkṣmaḥ,sūkṣma,True
ITA-1.9.4.2.17,"Grossness, bulkiness",sthūlaḥ,sthūla,True
ITA-1.9.4.2.18,"Stability, immobility",sthiraḥ,sthira,True
ITA-1.9.4.2.19,"Instability, mobility",saraḥ,cala,False
ITA-1.9.4.2.20,"Conspicuous-ness, leanness, shininess",viśadaḥ,lālita,False
ITA-1.9.4.2.21,"Sliminess, murkiness",picchilaḥ,ślīṣmṇa,False
ITA-1.9.4.3.1,Qualities of the self,ātmaguṇaḥ,ātmaniguṇāḥ,False
ITA-1.9.4.3.2,"Intelligence, intellect",buddhiḥ,buddhi,True
ITA-1.9.4.3.3,"Pleasure, happiness",sukham,sukha,True
ITA-1.9.4.3.4,"Sorrow, pain",duḥkham,duḥkha,True
ITA-1.9.4.3.5,"Desire, craving",icchā,kāma,False
ITA-1.9.4.3.6,Aversion,dveṣaḥ,dveṣa,True
ITA-1.9.4.3.7,Effort,prayatnaḥ,prayaṭ,True
ITA-1.9.4.4.1,Qualities beginning with term “paratva”,parādiguṇaḥ,paratva,False
ITA-1.9.4.4.2,"Relatively superior, nearer the cause",paratvam,uttama,False
ITA-1.9.4.4.3,"Relatively inferior, further from the cause",aparatvam,adhamā,False
ITA-1.9.4.4.4,"Number, enumeration, tally",saṃkhyā,saṅkhyā,False
ITA-1.9.4.4.5,Combination,saṃyogaḥ,saṁyoga,True
ITA-1.9.4.4.6,Division,vibhāgaḥ,vibhāga,True
ITA-1.9.4.4.7,"Separation or exclusion, particularity",pṛthaktvam,vibheda,False
ITA-1.9.4.4.8,"Quantity, measurement",parimāṇaḥ,māna,True
ITA-1.9.4.4.9,"Logical management, rationale",yuktiḥ,tarka,False
ITA-1.9.4.4.10,Alteration of properties,saṃskāraḥ,pariṇāma,False
ITA-1.9.4.4.11,Practice,abhyāsaḥ,ācāra,False
ITA-1.9.5.1,Action,karma,karma,True
ITA-1.9.6.1,Inherence,samavāyaḥ,samavāya,True
ITA-1.9.7.1,Nonexistence,abhāvaḥ,abhāva,True
ITA-1.9.7.2,Prior nonexistence,prāgabhāvaḥ,pūrvābhāva,False
ITA-1.9.7.3,Posterior nonexistence,pradhvaṃsābhāvaḥ,uttarābhāva,False
ITA-1.9.7.4,Absolute nonexistence,atyantābhāvaḥ,nirvastutva,False
ITA-1.9.7.5,Mutual nonexistence,anyonyābhāvaḥ,paraspara abhāva,False
ITA-1.10.1,Major triad of Ayurveda texts,"bṛhattrayī (Carakasaṃhita, Suśrutasaṃhita, Aṣṭāṅgasamgraha, Aṣṭāṅgahṛdaya)",trayī ayurveda granthāḥ,False
ITA-1.10.2,Lesser triad of Ayurveda texts,"Laghutrayī (Mādhavanidāna, Śārṅgadharasaṃhita, Bhāvaprakāśa)",anu trayī ayurveda granthāḥ,False
ITA-1.10.3,Materia medica,nighaṇṭuḥ,dravyaguna saṃgraha,False
ITA-1.11.1,Ten items for clinical investigation,"daśavidhaparīkṣyabhāvaḥ (kāraṇa, karaṇa, kāryayoni, kārya, kāryaphala, anubandha, deśaḥ, kālaḥ, pravṛttiḥ, upāyaḥ)",daśa nirdeshya,False
ITA-1.11.2,Principal agent,kāraṇam,kāraṇa,True
ITA-1.11.3,"Tool, instrument",karaṇam,karaṇa,True
ITA-1.11.4,Substratum of treatment,kāryayoniḥ,upādāna,False
ITA-1.11.5,Treatment protocol,kāryaḥ,cikitsā vidhi,False
ITA-1.11.6,"Immediate outcome, primary endpoint",kāryaphalam,phala,True
ITA-1.11.7,"Consequence, longterm effect",anubandhaḥ,phalānugata,False
ITA-1.11.8,Habitat,deśaḥ,sthāna,False
ITA-1.11.9,Time,kālaḥ,kāla,True
ITA-1.11.10,Action,pravṛttiḥ,kriyā,False
ITA-1.11.11,"Ailment-countering stratagem, means of action",upāyaḥ,vyādhi nāśaka upāya,False
ITA-1.11.12,Prompt and appropriate action,pratipattiḥ,samyak kriyā,False
ITA-1.11.13,Components of medical practice,pādacatuṣṭayam,cikitsā anuśāsana,False
ITA-1.11.14,Physician,vaidyaḥ,vaidya,True
ITA-1.11.15,Materials for treatment,"dravya, auṣadha",upayoga,False
ITA-1.11.16,"Attendants, paramedics",upasthātā,upasthita,False
ITA-1.11.17,Patient,rogi,roga,False
ITA-2.1.1,Dosha,doṣaḥ,doṣa,True
ITA-2.1.2,Three doshas or tridosha,"tridoṣaḥ, śārīrikadoṣa",tridoṣa,True
ITA-2.1.1.1,"Vata, dosha regulating movement and cognition",vātaḥ,vāta,True
ITA-2.1.1.2,"Vata, dosha that provides the attribute of life to an organism, life force",prāṇaḥ,prāṇa,True
ITA-2.1.1.3,Ascending vata,udānaḥ,udāna vāta,False
ITA-2.1.1.4,Circulating vata,vyānaḥ,vyāna vāta,False
ITA-2.1.1.5,Kindling vata,samānaḥ,samāna vāta,False
ITA-2.1.1.6,Descending vata,apānaḥ,apanā vāta,False
ITA-2.1.1.7,Functions of vata,vāta-karma,vāta kriyā,False
ITA-2.1.1.8,Enthusiasm,utsāhaḥ,utsāhā,True
ITA-2.1.1.9,Expiration,ucchvāsaḥ,nāsikā,False
ITA-2.1.1.10,"Inspiration, inhalation",niḥśvāsaḥ,prāṇā,False
ITA-2.1.1.11,"Motion, action, function",ceṣṭā,kriyā,False
ITA-2.1.1.12,Gait,gatiḥ,gati,True
ITA-2.1.1.13,Closure of eyelid,nimeṣaḥ,nepathya,False
ITA-2.1.1.14,Opening of eyelid,unmeṣaḥ,nepathya,False
ITA-2.1.2.1,"Pitta, dosha regulating body temperature and metabolic activities",pittam,pitta,True
ITA-2.1.2.2,Digesting pitta,pācaka-pittam,pācaka pitta,False
ITA-2.1.2.3,Colouring pitta,rañjaka-pittam,rakta pitta,False
ITA-2.1.2.4,Pitta for vision,ālocaka-pittam,dṛṣṭi pitta,False
ITA-2.1.2.5,Pitta for complexion,bhrājakapittam,varṇa pitta,False
ITA-2.1.2.6,Pitta for intellect,sādhakapittam,buddhi pitta,False
ITA-2.1.2.7,Functions of pitta,pitta-karma,pitta kriyā,False
ITA-2.1.2.8,Lustre,prabhā,tejas,False
ITA-2.1.2.9,Hunger,kṣudhā,kṣudha,True
ITA-2.1.2.10,Vision,darśanam,dṛṣṭi,False
ITA-2.1.2.11,Metabolic transformation,paktiḥ,dāhu,False
ITA-2.1.2.12,Valour,śauryam,saṃdhi,False
ITA-2.1.2.13,Thirst,"tṛṣṇā, pipāsā",pipasa,True
ITA-2.1.3.1,"Kapha, doṣha responsible for cohesiveness","śleṣmā, kapha",kapha,True
ITA-2.1.3.2,Supporting kapha,avalambaka-kaphaḥ,sthana-kapha,False
